s_ID,s_Tag,sub_ID,sub_Title,Contributors,Abstract,Keywords,Topic,Link
sess190,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_214,Lip-Sync ML: Machine Learning-based Framework to Generate Lip-sync Animations in FINAL FANTASY VII REBIRTH,"Masato Nakada, Leandro Graciá Gil, Akira Iwasawa, Ryo Hara","We present a machine learning-based framework called Lip-Sync ML to generate lip-sync animations from audio input. In Final Fantasy VII Rebirth, we used audio clips and animations from our previous game title as training data and created high quality lip-sync animations efficiently with Lip-Sync ML.","animations, lip, sync",Machine Learning,https://s2024.conference-program.org/presentation/?id=gensub_214&sess=sess190
sess193,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_219,A Position Based Material Point Method,Christopher Lewin,We introduce a novel compliant constraint formulation of the Material Point Method that is stable at any time-step while remaining as easy to implement as an explicit integrator. We call this method Position Based MPM (PB-MPM).,"based, method, mpm",General Research,https://s2024.conference-program.org/presentation/?id=gensub_219&sess=sess193
sess228,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_220,Unveiling the Invisible: Interactive Spatial Sensing Transforms Air Flow Measurement,"Julian Humml, Thomas Rösgen, Morteza Gharib","Mapping and understanding air flows has traditionally been a complex challenge. By combining AI-powered guidance with the clear visualizations provided by augmented reality headsets, both specialists and beginners are empowered to explore and visualize air currents in ways that were previously unimaginable.","unveiling, air, visualization",Machine Learning,https://s2024.conference-program.org/presentation/?id=gensub_220&sess=sess228
sess194,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_221,ENVIZ: DreamWorks GPU-accelerated Interactive Environment Deformation and Visualization Toolset,"Arunachalam Somasundaram, Chris Michael","ENVIZ is a toolset at DreamWorks Animation that uses the power of the GPU for both interactive hi-fidelity deformation and beauty visualization of environments in the 3D viewport. Artists can work iteratively in real-time with millions of points and evaluate motion in the 3D viewport, thus saving time and resources.","3d, time, viewport",General Research,https://s2024.conference-program.org/presentation/?id=gensub_221&sess=sess194
sess223,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_227,Voxelizing Google Earth: A Pipeline for New Virtual Worlds,Ryan Hardesty Lewis,"Automating the conversion of Google Earth's 3D Tiles into voxels, our project introduces a scalable pipeline for generating interactive, voxel-based worlds in Minecraft and VR. This advancement offers novel ways to explore, educate, and engage with digital representations of Earth, enhancing the SIGGRAPH community's access to geospatial visualization.","3d, earth, vr",General Research,https://s2024.conference-program.org/presentation/?id=gensub_227&sess=sess223
sess204,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_229,"Inclusive Community: Accessibility and Neurodiversity in Classroom, Industry, and Academia","Mayet Andreassen, Cheryl Briggs, Shoko Kimura, Glenn Goldman, Judy Kriger, Miho Aoki, Nandhini Giri","Neurodiversity, accessibility, and inclusive classrooms and workplaces are essential for the success of the individuals affected by various challenges and the entire SIGGRAPH community. This panel will discuss the current state of the issue, different types of accommodations, and helpful ideas to make the learning and working environment more inclusive.","accessibility, inclusive, various",General Research,https://s2024.conference-program.org/presentation/?id=gensub_229&sess=sess204
sess202,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_230,Bridging the Gap Between Education and Practice in Japan's CG Industry: A Focus on Diversity and Evolving Perceptions,"Harutaka Matsunaga, Kazunori Miyata","This study focuses on the competency gap between computer graphics (CG) educational institutions and CG companies in Japan, with an emphasis on the competencies required in the entertainment industry. The goal is to seek and examine viable solutions for establishing a sustainable CG education framework.","cg, solutions, study",General Research,https://s2024.conference-program.org/presentation/?id=gensub_230&sess=sess202
sess193,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_233,Designing Mobile Rendering Engines With 'Bindless' Vulkan,"Sergey Kosarevsky, Alexey Medvedev","Bindless rendering opens up possibilities for GPU-driven rendering and raytracing. Challenges arise in transitioning existing engines from older APIs, requiring developers to rethink many previous approaches in 3D engine design. We share our insights into designing mobile bindless rendering engines for Vulkan 1.3 on Quest 3 devices.","bindless, engines, rendering",General Research,https://s2024.conference-program.org/presentation/?id=gensub_233&sess=sess193
sess213,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_236,Dynamic Acousto-Caustics in Dual-optimized Holographic Fields,"Koki Nagakura, Tatsuki Fushimi, Ayaka Tsutsui, Yoichi Ochiai","We introduce Dynamic Acousto-Caustics a method that merges acoustofluidics with optics to dynamically manipulate light caustics by controlling the shape of liquid surfaces. Using computer-controlled acoustic fields to deform the surface of a liquid medium, we generate dynamic light behaviors in fluid patterns unachievable with static refractive surfaces.","caustics, dynamic, surfaces",General Research,https://s2024.conference-program.org/presentation/?id=gensub_236&sess=sess213
sess187,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_237,Skin Wrinkle,"Arunachalam Somasundaram, Chris De St. Jeor","Skin Wrinkle is a time-independent custom deformer tool at DreamWorks that produces wrinkles in the animated skin mesh geometry solely based on the incoming animated and rest skin meshes and artist-specified parameters. The deformer minimizes volume loss, performs continuous self-collision detection and resolution, and enriches the character's look.","animated, deformer, skin",General Research,https://s2024.conference-program.org/presentation/?id=gensub_237&sess=sess187
sess208,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_239,Metahuman Theatre: Teaching Photogrammetry and Mocap as a Performing Arts Process,Topher Maraffi,"We are developing a real-time animation pipeline that emphasizes motion capture as a performing arts process to create dramatic scenes with digital doubles. Framing the double as a performing object and adapting animation principles to performance capture, students learned a technical process in the context of a performing arts approach.","animation, arts, performing",General Research,https://s2024.conference-program.org/presentation/?id=gensub_239&sess=sess208
sess228,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_241,XRweld: An In-situ Extended Reality Platform for Welding Education,"Tate Johnson, Ann Li, Andrew Knowles, Zhenfang Chen, Semina Yi, Yumeng Zhuang, Man To Tang, Daragh Byrne, Dina El-Zanfaly","XRweld leverages extended reality to augment welding training. Due to the specific embodied knowledge of metal welding, it can be difficult to learn and master the subtleties without extensive, hands-on mentorship. XRweld enables performance analysis and real-time, in-helmet visual feedback to scaffold novice welders through their educational journey.","welders, welding, xrweld",Extended Reality,https://s2024.conference-program.org/presentation/?id=gensub_241&sess=sess228
sess207,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_242,Teaching Design With Consumer-ready Artificial Intelligence and Virtual Reality: A Case Study,Hoa Vo,"Consumer-ready technologies like AI and VR can benefit ideation and spatial perception. This study illustrates an educational approach of having interior design students employ AI and VR in a structured nine-week lighting design project. Results indicate significant improvements in creativity, showcasing the potential of advanced technologies in design education.","ai, design, technologies",Extended Reality,https://s2024.conference-program.org/presentation/?id=gensub_242&sess=sess207
sess228,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_246,ReVerie,"Pinyao Liu, Keon Ju Lee","ReVerie is an immersive AI installation that visualizes textual dream data from the artist and the audience and creates a collective dream-reliving experience. Through a 3D generative diffusion model, the ReVerie system translates the whispering of dream objects into 3D visualization in real time to facilitate dream re-experiencing.","3d, dream, reverie",General Research,https://s2024.conference-program.org/presentation/?id=gensub_246&sess=sess228
sess197,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_248,Real-time Refraction Shader for Animation,"Antoine Domon, Ankit Sinha, Zhicheng Ye, Valerie Bernard",We present Animal Logic’s solution to simulate light refraction in deformable characters’ eye corneas in Autodesk® Maya®’s viewport. We show how we've integrated this feature into our USD pipeline and in Maya and how we produce results similar to an offline render without impacting interactivity for animators.,"maya, solution, usd",General Research,https://s2024.conference-program.org/presentation/?id=gensub_248&sess=sess197
sess149,"Education, Games, Geometry, Real-Time, Rendering, Gaming &amp; Interactive, Research &amp; Education, Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_249,An Introduction to Creating Real-time Interactive Computer Graphics Applications,"Dave Shreiner, Edward Angel",Interactive graphics are everywhere — from mobile device to gaming consoles to VR headsets — and creating those applications requires specific skills that this course introduces from first principles using an accessible programming approach.,"accessible, skills, specific",Applications,https://s2024.conference-program.org/presentation/?id=gensub_249&sess=sess149
sess268,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_250,Labs Hands-On Class: Experimenting With Artificial Intelligence: Programming Pathfinding Algorithms in C++ With Unreal Engine 5,"Deborah Yuen, Deborah Yuen, Josef Spjut","Let’s make something to take back home as a souvenir! Join us in a beginner-friendly lab session on pathfinding algorithms for AI gameplay mechanics. Together, we will visually compare pathfinding algorithms and see them in action as an open-world game.","action, algorithms, pathfinding",General Research,https://s2024.conference-program.org/presentation/?id=gensub_250&sess=sess268
sess194,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_252,Premo: Integrated Versioning,"Stuart Bryson, Matthew C. Gong, Ben Kwa","Premo is a SciTech Award winning animation application developed by DreamWorks. Recently, rigging was incorporated into the application. As introduced in SIGGRAPH 2023 [Bryson et al. 2023], Premo supports integrated versioning. This talk takes a deeper dive into the motivations of integrated versioning and how it was implemented in Premo.","2023, application, premo",General Research,https://s2024.conference-program.org/presentation/?id=gensub_252&sess=sess194
sess223,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_253,demoConstruct: Democratizing Scene Construction for Digital Twins Through Progressive Reconstruction,"Leon Foo, Chek Tien Tan, Liuziyi Liu, Nirmal S. Nair, Songjia Shen, Jeannie Lee","demoConstruct aims to provide user-friendly and accessible collaborative 3D scene acquisition and editing methods for creating digital twins, through the use of progressive 3D reconstruction methods. Participants will collaboratively view and author immersive environments during the lab in near-real-time, using different devices such as mobile, VR HMD, and laptops.","3d, methods, mobile",General Research,https://s2024.conference-program.org/presentation/?id=gensub_253&sess=sess223
sess213,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_256,The Malleable-Self Experience: Transforming Body Image by Integrating Visual and Whole-body Haptic Stimuli,"Tanner Person, Nobuhisa Hanamitsu, Danny Hynds, Sohei Wakisaka, Kota Isobe, Leonard Mochizuki, Tetsuya Mizuguchi, Kouta Minamizawa",The Malleable-Self Experience seamlessly integrates VR visuals and Synesthesia X1 whole-body haptic sensations to induce a malleable perception of one's body image. We use integrated visuo-haptic compositions in a particular sequence of steps to establish and maintain body ownership of a virtual body as it dramatically changes shape and form.,"body, haptic, malleable",General Research,https://s2024.conference-program.org/presentation/?id=gensub_256&sess=sess213
sess207,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_260,Empowering Creativity With Generative AI in Digital Art Education,"Caleb Kicklighter, Jinsil Hwaryoung Seo, Mayet Andreassen, Emily Bujnoch","Given the significant impact of artificial intelligence on creative processes across various art disciplines, we are dedicated to exploring AI as a creative tool within educational environments. Beyond mere experimentation, our objective is to delve into the outcomes of this integration and its implications for both education and creativity.","ai, creative, significant",General Research,https://s2024.conference-program.org/presentation/?id=gensub_260&sess=sess207
sess223,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_261,Empowering Non-technical Users: Building Paper Circuit Boards With Zone-based Circuit Stickers,"Ruhan Yang, Ellen Do","Zone-based circuit stickers support a wide range of components, suitable for small-scale paper circuit board fabrication. People with no technical background can make circuit boards at home with such stickers. This work promotes the integration of art, design, and interactive techniques, enabling a wider audience to participate in interactive design.","circuit, design, stickers",General Research,https://s2024.conference-program.org/presentation/?id=gensub_261&sess=sess223
sess223,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_262,Chin Interfaces for Peripheral Interaction,Brandon Ables,"The chin interface is a one, two, or three button wearable device that allows for peripheral interaction during everyday activities. Simple sensors and software take predictable and unpredictable movement data generated from activities like eating, exercising, practicing guitar, or using the computer to activate peripheral screens directed through the chin.","activities, chin, peripheral",General Research,https://s2024.conference-program.org/presentation/?id=gensub_262&sess=sess223
sess196,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_264,Alba: A Multimodal Rendering System for Autonomous Vehicle Simulation,"Ryusuke Villemin, Magnus Wrenninge, Steve Capell, Anton Gribovskiy, I-Chen Jwo, Steve Bako","Modern rendering systems implement layers of specializations that target the use case of images for human consumption. In this paper, we discuss Alba, a multimodal rendering framework for camera, lidar, and radar, which targets the use case of autonomous vehicle simulation.","case, rendering, use",General Research,https://s2024.conference-program.org/presentation/?id=gensub_264&sess=sess196
sess159,"Machine Learning, Research, New Technologies, Research &amp; Education, Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_266,Diffusion Models for Visual Content Generation,"Niloy Mitra, Daniel Cohen-Or, Duygu Ceylan, Minhyuk Sung, Paul Guerrero, Chun-Hao Huang, Or Patashnik","This course aims to demystify the theory and practice behind training diffusion models for visual computing applications. We will provide a combination of easy-to-grasp theory and practical code examples to help develop an understanding of this new generative model, with a specific focus on those with a computer graphics background.","aims, theory, training",General Research,https://s2024.conference-program.org/presentation/?id=gensub_266&sess=sess159
sess196,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_270,Self Examination: Pixar's Adventures in Stop Motion,Nathan Fariss,"Pixar’s SparkShort, 'Self', represented a number of firsts for Pixar: The first use of stop-motion animation, the first collaboration with another studio, and the first use of a live-action visual effects workflow in Pixar’s pipeline. Here I explore our process while collaborating with Tippett Studio in the making of Self.","pixar, studio, use",General Research,https://s2024.conference-program.org/presentation/?id=gensub_270&sess=sess196
sess193,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_271,Seiler’s Interpolation for Evaluating Polynomial Curves,Cem Yuksel,"Seiler’s interpolation allows evaluating polynomial curves, such as Bézier curves, with a small number of linear interpolations. It is particularly effective with hardware linear interpolation used in GPU texture filtering. We compare it to the popular alternatives, such as de Casteljau's algorithm, and present how it extends to higher-degree polynomials.","curves, interpolation, linear",General Research,https://s2024.conference-program.org/presentation/?id=gensub_271&sess=sess193
sess189,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_272,A Modernization of the DreamWorks Feather System,"William Sokoloski, Cory Sivek, Arunachalam Somasundaram, Lakshika Udakandage, Kurt Phillips, Alexa Mahajan, Michael Juarez, Charles Edward Billingsley",The DreamWorks Feather System is a modernized toolset that enables artists to manage all aspects of feathers from card layout through shot work by using intuitive tools and automated pipeline processes. These new artist-friendly developments have enabled dozens of artists to quickly groom characters and run their feathers in shots.,"artist, artists, feathers",General Research,https://s2024.conference-program.org/presentation/?id=gensub_272&sess=sess189
sess228,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_273,The Tent,"Rory Mitchell, Sébastien Hameline, Miller Klitsner, Logan Davis","When a woman discovers a mysterious tent has appeared in her front yard, she begins to question the meaning of activism and our shared humanity. The Tent is an Augmented Reality cinematic tabletop narrative and a glimpse of the future of spatial entertainment.","activism, tabletop, tent",General Research,https://s2024.conference-program.org/presentation/?id=gensub_273&sess=sess228
sess195,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_276,Cinematography of Pixar's Win or Lose,"Patrick Lin, Brian Boyd",The story of Pixar first original long-form series Win or Lose is told between the real objective world and our characters’ subjective world. This presentation will take the audience through the series’ cinematic thought process and how different camera and lighting styles are used to represent the different worlds.,"different, series, world",General Research,https://s2024.conference-program.org/presentation/?id=gensub_276&sess=sess195
sess269,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_278,Labs Hands-On Class: Exploring Embodied Interactive Techniques: with Touchdesigner and Mediapipe,"Michael Bruner, Michael Bruner",Creating embodied interactive experiences has historically required a host of custom hardware and sensors. With developments in computer vision and accessible software solutions it is now possible to create experiences using only a webcam and laptop. In this course we will demonstrate these tools and show potential applications.,"accessible, experiences, using",General Research,https://s2024.conference-program.org/presentation/?id=gensub_278&sess=sess269
sess166,"AI, Machine Learning, Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_279,Generative Models for Visual Content Editing and Creation,"Anyi Rao, Yuanbo Xiangli, Yuwei Guo, Mia Tang, Chenlin Meng, Maneesh Agrawala","This course covers the advances in generative models tailored for the computer graphics community. We will first cover the fundamental knowledge of generative models. Next, we will present state-of-the-art techniques for the application of generative models to image synthesis, image editing, compositional representation learning, and 3D asset generation.","generative, image, models",General Research,https://s2024.conference-program.org/presentation/?id=gensub_279&sess=sess166
sess195,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_280,Pixar’s Win or Lose — Stylized FX in an Animated Series,"Edwin Chang, Eric Lacroix, Aimei Kutt","We discuss the stylized effects in Pixar's upcoming animated streaming series, Win or Lose.","animated, discuss, effects",General Research,https://s2024.conference-program.org/presentation/?id=gensub_280&sess=sess195
sess191,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_281,"Co-Presence, Connection, and Co-Creation: Building Real-time Cross-person Neurofeedback Interactions","Tiange Wang, Xin Feng","How can we transcend conventional human connection through immersive brainwave interactions? This talk presents the design and development of real-time, EEG-based interpersonal VR environments by discussing data pipelines, creative approaches to visualizing and animating brainwave data representations in cross-person settings, and design considerations and prosocial applications of collaborative neurofeedback experiences.","brainwave, data, design",General Research,https://s2024.conference-program.org/presentation/?id=gensub_281&sess=sess191
sess270,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_284,Labs Hands-On Class: Data Materialized: An Introduction to a Creative Workflow Translating Data Into Form,"Courtney Starrett, Susan Reiser",We will guide participants through a workflow we call data materialization; a sub-genre of data art combining concept and data to generate 3D forms to be fabricated in a meaningful material. The universal feeling of worry will be the theme of this session; participants will design data worry beads.,"data, participants, worry",General Research,https://s2024.conference-program.org/presentation/?id=gensub_284&sess=sess270
sess271,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_285,Labs Hands-On Class: The Real Breadboard: Creating an Electronic Sandwich,"Jeremiah Teipen, Jeremiah Teipen","Participants use electronic circuit prototyping techniques to create a satirical object that uses bread as a prototyping breadboard exposing the absurdity that accompanies certain technological advancements and our media-rich diets that creeps into everything, including your sandwich. Participants will take away their creations and increase their appetite for conceptual/technical experimentation.","absurdity, participants, prototyping",General Research,https://s2024.conference-program.org/presentation/?id=gensub_285&sess=sess271
sess201,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_287,Optimizing Assets for Authoring and Consumption in USD,"Harmony M. Li, George Rieckenberg, Neelima Karanam, Emily Vo, Kelsey Hurley","In this talk, we introduce a new asset structure that helps to (1) streamline and decouple asset authorship and shot consumption, (2) enable new authoring workflows that better take advantage of USD’s multi-stage model, and (3) open the door for shot-focused, asset-based optimizations.","asset, new, shot",General Research,https://s2024.conference-program.org/presentation/?id=gensub_287&sess=sess201
sess197,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_289,A Pipeline for Effective and Extensible Stylization,"Harmony M. Li, Angela McBride, Sari Rodrig, Gregory Culp","We present a stylization pipeline that provided all upstream departments automatically stylized renders representative of the final look of the film, the ability to iterate closely with lighting to when stylization changes were needed, and a centralized area for lighting to manage sweeping stylization changes across the show.","changes, lighting, stylization",General Research,https://s2024.conference-program.org/presentation/?id=gensub_289&sess=sess197
sess183,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_290,Creating the Wishes of Rosas,"Neelima Karanam, Joel Einhorn, Emily Vo, Harmony M. Li","The wishes of Rosas are a central story device in Disney’s Wish. The art direction and narrative required that wishes react to external story events, interact with characters, and be artistically choreographed en masse. The breadth of these requirements drove the development of our unified wish asset and shot pipeline.","story, wish, wishes",General Research,https://s2024.conference-program.org/presentation/?id=gensub_290&sess=sess183
sess183,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_292,Art-directing Asha's Braids in Disney's Wish,"Avneet Kaur, Jennifer Stratton, David Hutchins, Nikki Mull","For Disney’s Wish, in addition to the challenges of a stylized look, Asha's hairstyle comprises a full head of tightly braided locks which was far more complex than previous braid grooms. To art-direct Asha's stylized braids' performance, advancements were made in tools and workflows for grooming, simulation, and stylization techniques.","addition, asha, stylized",General Research,https://s2024.conference-program.org/presentation/?id=gensub_292&sess=sess183
sess213,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_293,Holographic Parallax: 3D Holographic Near-eye Displays with Parallax Cues,"Seung-Woo Nam, Dongyeon Kim, Suyeon Choi, Juhyun Lee, Siwoo Lee, Manu Gopakumar, Brian Chao, Gordon Wetzstein, Yoonchan Jeong",Recent advancements in holographic displays enable the creation of 4D light field holograms featuring view-dependent visual effects. Our holographic display prototype delivers an experience of state-of-the-art 4D light field holograms and highlights the significance of parallax cues in enhancing perceptual realism of 3D scenes.,"4d, holographic, light",General Research,https://s2024.conference-program.org/presentation/?id=gensub_293&sess=sess213
sess208,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_301,360° Animation Projects by Students With a Background in Traditional Stop-motion Techniques,Nahomi Maki,This study introduces a unique challenge of stop-motion animation in 360° as a first step toward VR for students who have learned traditional handcrafted object modeling and stop-motion animation.,"animation, motion, stop",General Research,https://s2024.conference-program.org/presentation/?id=gensub_301&sess=sess208
sess213,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_302,Volumetric Display With Dual-path Holographic Laser Rendering,"Kota Kumagai, Hisashi Oka, Kazuki Horikiri, Tetsuji Suzuki, Yoshio Hayasaki",We developed a volumetric display that achieves to render palm-sized volumetric contents in real space. A single volume was formed by the cooperative dual-path laser rendering based on the optimal design of the optical system and scanning path. Graphics and animations with well-filled voxels were demonstrated in a centimeter-sized volume.,"path, sized, volume",General Research,https://s2024.conference-program.org/presentation/?id=gensub_302&sess=sess213
sess199,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_307,Creating Infinite Characters From a Single Template: How Automation May Give Super Powers to 3D Artists,"Mariana Dias, Pedro Coelho, Rui Figueiredo, Rita Carvalho, Veronica Orvalho, Alexis Roche","To help populate games with 3D characters sharing a consistent art style, we propose an automated character generation pipeline that can produce a complete animatable character in less than a minute from an initial template character, based on 2D pictures and/or facial text descriptors.","2d, character, style",General Research,https://s2024.conference-program.org/presentation/?id=gensub_307&sess=sess199
sess213,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_308,Controlling the Color Appearance of Objects by Optimizing the Illumination Spectrum,"Mariko Yamaguchi, Masaru Tsuchida, Takahiro Matsumoto, Tetsuro Tokunaga, Takayoshi Mochiduki","We have developed an innovative lighting system that changes specific target colors while maintaining a natural white appearance, by using implementing precisely spectral controlling of the spectral power distribution of illumination and metamerism. It was successfully showcased at the Paris Fashion Week 2024 Spring/Summer.","2024, spectral, using",Applications,https://s2024.conference-program.org/presentation/?id=gensub_308&sess=sess213
sess213,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_310,Breaking the Low Sample Rate Equals Low Power Paradigm Using an Event Based Vision Approach for Hand Tracking in AR,"Ryan Page, Paolo Baesso, Rory Clark, Greg Baker",This demo from Ultraleap presents the first hand tracking pipeline using event cameras on an AR headset. Motivated by event cameras' ability to break the frame imaging paradigm of low power equates to low sample rate moves us closer to low power spatial computing in the glasses form factor.,"cameras, low, power",Applications,https://s2024.conference-program.org/presentation/?id=gensub_310&sess=sess213
sess202,"Full Conference, Full Conference Supporter, Virtual Access, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_313,"Project Grand Path: An Inclusive, Interdisciplinary, Collaborative, Project Based Learning Model",Julie Goldstein,"Project Grand Path (PGP) is leading the way to re-envision higher education in the 21st century by ‘mobilizing learners to be the architects of their education’. This interdisciplinary, collaborative, student centered. innovation hub is infused with a series of high impact learning experiences. Utilizing design thinking, cutting edge computer graphics and a mentorship program, PGP fosters an environment of inclusion and equity providing the opportunity for the next generation to dream up a new paradigm for the college experience.","education, infused, pgp",Machine Learning,https://s2024.conference-program.org/presentation/?id=gensub_313&sess=sess202
sess170,"Games, Real-Time, Rendering, Research, VR/AR/MR, New Technologies, Research &amp; Education, Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_316,High Performance Graphics 2024 Conference,"Esteban Clua, John Burgess, Karen Ghavam, Christiaan Gribble, Peter Shirley, Won-Jong Lee","This panel will bring a short overview of the content related to the ACM High Performance Graphics 2024, the leading international forum for performance-oriented graphics and imaging systems research.","2024, graphics, performance",General Research,https://s2024.conference-program.org/presentation/?id=gensub_316&sess=sess170
sess228,"Full Conference, Full Conference Supporter, Experience, Exhibitor Full Conference, Exhibitor Experience",gensub_317,Intractable Live Free-viewpoint Video With Haptic Feedback,"Shaohui Jiao, Dehao Zhao, Yuzhong Chen, Shengdong Wang, Cong Xie, Bo Zhu, Ali Israr, Li Zhang","An novel interactable FVV framework is presented to generate photorealistic and editable volumetric content with high degree of freedom. Firstly, an enhanced VH-NeRF is proposed to allow real-time interactions. Secondly, 2D video is transferred to FVV with a coarse dynamic mesh. Lastly, multiple interactions with haptic feedback can be experienced.","2d, fvv, interactions",General Research,https://s2024.conference-program.org/presentation/?id=gensub_317&sess=sess228
sess151,"Capture/Scanning, Dynamics/Simulation, Medical, Modeling, Perception, Research, VR/AR/MR, New Technologies, Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_322,"Beyond Life and Death: Exploring Digital Legacy With Spatial Media, Emerging Technologies, and Evolving Ethics","Jacquelyn Ford Morie, Keram Malicki-Sánchez, Gregory Peter Panos","This course examines digital legacy through history, practice, and discussion. Topics include volumetric capture, 3D scanning, AI, voice cloning, and how we capture our essence for posterity. It delves into history, current practices, and future implications for digital immortality and offers ethical discussions around posthumous rights and digital identity management.","capture, digital, history",General Research,https://s2024.conference-program.org/presentation/?id=gensub_322&sess=sess151
sess199,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_323,Making Magic With 3D Volume Style Transfer,"Marie Tollec, Mike Navarro","Disney’s Wish utilized advancements in Volumetric Neural Style Transfer in order to uniquely stylize 3D volume simulations with hand-drawn 2D textures and shapes. This technology helped inform and accelerate the visual development process, increase the reuse and efficiency of assets, and achieve styles with previously unachievable details.","2d, reuse, shapes",General Research,https://s2024.conference-program.org/presentation/?id=gensub_323&sess=sess199
sess191,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_332,Virtual Reality for Inward Contemplation,"Loup Vuarnesson, Bruno Herbelin, Olaf Blanke","We propose a new approach of a neuro-engineered meditation, bringing technologies such as virtual reality (VR) and biofeedback to give practitioners new perspectives over their practice by targeting their own body and internal sensations.","approach, new, technologies",Extended Reality,https://s2024.conference-program.org/presentation/?id=gensub_332&sess=sess191
sess195,"Full Conference, Full Conference Supporter, Virtual Access, Exhibitor Full Conference",gensub_334,Pixar's Inside Out 2: Character Rig Challenges and Techniques,"Jacob Speirs, Christian Hoffman, Michael Nieves, Brenda Lin Zhang",The characters team on Pixar's Inside Out 2 shares some of the technical and design challenges on our character rigs and presents the rigging techniques used to solve them.,"challenges, character, characters",General Research,https://s2024.conference-program.org/presentation/?id=gensub_334&sess=sess195
